Address,Category 0,Category 1,Category 2,Category 3,City,Distance,Name,Out of Business,Price,Rating,Review Count,State
5050 Government St,Pan Asian,Ramen,Cocktail Bars,,Baton Rouge,5032.982553439418,Soji: Modern Asian,False,$$$,4.0,137,LA
4385 Perkins Rd,Bars,,,,Baton Rouge,4893.0573146154975,The Bulldog,False,$$,4.0,119,LA
5412 Goverment St,Cajun/Creole,Breakfast & Brunch,Bars,,Baton Rouge,4771.654490644675,Bistro Byronz,False,$$,4.0,185,LA
7321 Corporate Blvd,Steakhouses,Wine Bars,Seafood,,Baton Rouge,2400.6010041269196,Fleming's Prime Steakhouse & Wine Bar - Baton Rouge,False,$$$,4.0,90,LA
5713 Essen Ln,Greek,Wine Bars,,,Baton Rouge,2831.223172197869,Zorba's Greek Bistro,False,$$,4.0,79,LA
10111 Perkins Rd,Tapas/Small Plates,Wine Bars,French,,Baton Rouge,4365.458753128379,Bin 77's Bistro and Wine,False,$$,4.0,106,LA
7970 Jefferson Hwy,Sandwiches,Cocktail Bars,Southern,,Baton Rouge,1364.7355288686551,Eliza Restaurant & Bar,False,$$,4.5,60,LA
315 North Blvd,Cajun/Creole,Seafood,Cocktail Bars,,Baton Rouge,9501.710692216673,Jolie Pearl,False,$$,4.0,123,LA
3079 Government St,Bars,,,,Baton Rouge,6669.407639826607,Radio Bar,False,$$,4.5,62,LA
7415 Corporate Blvd,Seafood,American (New),Cocktail Bars,,Baton Rouge,2266.270479872079,Bonefish Grill,False,$$,3.5,125,LA
4738 Constitution Ave,Mexican,Bars,,,Baton Rouge,3955.967363177594,Tío Javi's Fresh-Mex Bar & Grill,False,$$,4.0,110,LA
4710 O'Neal Ln,Seafood,Bars,American (Traditional),,Baton Rouge,8244.50051776201,City Cafe,False,$$,4.0,105,LA
304 Laurel St,Wine Bars,Venues & Event Spaces,,,Baton Rouge,9634.457209699607,Blend,False,$$,4.0,56,LA
4250 Burbank Dr,Pizza,Bars,Sandwiches,,Baton Rouge,8037.380433151569,Mellow Mushroom,False,$$,4.0,77,LA
5500 Hilton Ave,Seafood,Wine Bars,,,Baton Rouge,3848.08778385769,Stinky's Fish Camp Baton Rouge,False,$$,4.0,57,LA
16645 Highland Rd,French,Wine Bars,,,Baton Rouge,9378.645283139165,French Market Bistro,False,$$$,4.0,64,LA
4550 Concord Ave,Thai,Sushi Bars,Sports Bars,,Baton Rouge,4447.52575597151,Thai Kitchen,False,$$,3.5,86,LA
4215 S Sherwood Forest Blvd,Salad,Sports Bars,Sandwiches,,Baton Rouge,4179.021090881004,The Londoner,False,$$,3.5,140,LA
3155 Perkins Rd,Sports Bars,Tex-Mex,,,Baton Rouge,5968.956734202362,Zippy's Burritos Tacos & More,False,$,3.5,109,LA
7673 Perkins Rd,Bars,Mexican,Latin American,,Baton Rouge,2946.366299490906,Blue Corn Tequila & Tacos,False,$$,4.0,61,LA
7477 Burbank Dr,Sports Bars,Amateur Sports Teams,American (Traditional),,Baton Rouge,6356.01289877179,Creole Cabana,False,$$,4.0,51,LA
150 Third St,Bars,American (New),,,Baton Rouge,9535.091663507452,The Gregory,False,$$$,4.0,52,LA
5110 Corporate Blvd,Cocktail Bars,Whiskey Bars,Pubs,,Baton Rouge,4135.391037883295,Hayride Scandal,False,$$,4.5,25,LA
220 W Lee Dr,Mexican,Beer Bar,Desserts,,Baton Rouge,7006.067148857782,Fuzzy's Taco Shop,False,$,3.5,84,LA
2324 S Acadian Thruway,Barbeque,Sports Bars,,,Baton Rouge,5490.817457473489,T J Ribs,False,$$,3.5,103,LA
333 Laurel St,Bars,Coffee & Tea,Breakfast & Brunch,,Baton Rouge,9653.256430866531,Magpie Cafe Downtown,False,$$,4.0,36,LA
222 Laurel St,Lounges,Wine Bars,,,Baton Rouge,9725.782603539148,The River Room,False,$$,4.5,26,LA
4001 Nicholson Dr,Cajun/Creole,Caribbean,Bars,,Baton Rouge,8447.925031812983,The Bullfish Bar + Kitchen,False,$$,4.0,46,LA
7333 Highland Rd,Tex-Mex,Mexican,Cocktail Bars,,Baton Rouge,6116.903669740296,Superior Grill Highland,False,$$,3.5,74,LA
6990 Seigen Ln,American (Traditional),Sports Bars,American (New),,Baton Rouge,4561.552944113739,Twin Peaks,False,$$,3.0,87,LA
4215 S Sherwood Forest Blvd,Japanese,Sushi Bars,Bars,,Baton Rouge,4179.021090881004,Ginza Sushi & Japanese Steakhouse,False,$$,4.0,28,LA
136 3rd St,Irish Pub,Irish,,,Baton Rouge,9531.26873011888,Happy's Irish Pub,False,$,3.5,40,LA
4335 Perkins Rd,Seafood,Italian,Bars,,Baton Rouge,4872.919826037055,Phil's Oyster Bar & Seafood Restaurant,False,$$,3.5,34,LA
4608 Bennington Ave,Sports Bars,Venues & Event Spaces,American (Traditional),,Baton Rouge,4249.272392888534,The Station Sports Bar and Grill,False,$$,4.0,23,LA
2854 Kalurah St,Dive Bars,,,,Baton Rouge,6309.239175932021,Duvic's,False,$,3.5,30,LA
7000 Bluebonnet Blvd,Southern,Cocktail Bars,,,Baton Rouge,3491.301265270849,Tallulah,False,$$,3.5,44,LA
4225 Nicholson Dr,Chicken Wings,Sports Bars,,,Baton Rouge,8377.39930124362,Pluckers,False,$$,3.0,61,LA
3347 Highland Rd,Sports Bars,American (Traditional),Pubs,,Baton Rouge,7844.756457347039,Barcadia,False,$$,3.0,85,LA
402 Government St,Bars,Burgers,,,Baton Rouge,9213.41912869975,Frostop,False,$,3.5,46,LA
10111 Perkins Rd,Wine Bars,,,,Baton Rouge,4340.643038189801,Bin 77 Sidebar,False,$$,5.0,8,LA
Lauberge Casino Hotel Baton Rouge,Steakhouses,American (New),Wine Bars,,Baton Rouge,9725.791868741946,18 STEAK,False,$$$,3.0,54,LA
7949 Jefferson Hwy,Wine Bars,Cigar Bars,American (Traditional),,Baton Rouge,1397.9049792272194,Churchill's,False,$$,4.0,17,LA
114 N San Joaquin St,Cafes,Breakfast & Brunch,Beer Bar,,Stockton,3660.2684552524815,Cast Iron Trading,False,$$,4.5,219,CA
1740 Pacific Ave,Pubs,Breweries,Barbeque,,Stockton,1829.8246324974143,Fat City Brew & Bbq,False,$$,4.5,202,CA
2113 Pacific Ave,American (New),Wine Bars,Beer Bar,,Stockton,1553.2610845530514,Mile Wine Company,False,$$,4.5,206,CA
2125 Pacific Ave,Thai,Bars,Breakfast & Brunch,,Stockton,1540.8583298375356,Thai Me Up,False,$$,4.0,371,CA
2333 Pacific Ave,Bars,American (New),,,Stockton,1431.8813161668281,AVE on the Mile,False,$$,4.0,282,CA
5940 N Hwy 99,Mexican,Bars,,,Stockton,5550.016527923037,Don Luis Mexican Restaurant,False,$$,4.0,258,CA
856 Benjamin Holt Dr,Burgers,American (New),Beer Bar,,Stockton,3232.6147656230937,Squeeze Burger & Brew,False,$$,3.5,349,CA
30 El Dorado St,Cocktail Bars,Breakfast & Brunch,Burgers,,Stockton,3863.3537625952963,Mimosas Gourmet,False,$$,4.0,184,CA
1926 Pacific Ave,Sandwiches,Jazz & Blues,Beer Bar,,Stockton,1663.253469374904,Whirlow's Tossed And Grilled,False,$$,3.5,171,CA
19 N California St,Bars,American (Traditional),,,Stockton,3808.264935942274,Deliberation Room,False,$$,4.0,87,CA
157 W Adams St,Breweries,Sports Bars,Jazz & Blues,,Stockton,1399.3253028173308,Valley Brewing,False,$$,3.0,308,CA
1924 Pacific Ave,Pubs,,,,Stockton,1675.2318633773448,Taps Barrel House,False,$$,4.0,59,CA
3499 Brookside Rd,Italian,Wine Bars,,,Stockton,4604.347903278889,Mezzo,False,$$,3.5,141,CA
329 Lincoln Ctr,Mexican,Cocktail Bars,,,Stockton,3439.930687303389,Tio Pepe's,False,$$,3.5,160,CA
6002 Pacific Ave,Pubs,Pool Halls,,,Stockton,2567.4998565954443,Finnegans Pub and Grill,False,$$,3.5,149,CA
2593 March Ln,Mexican,Bars,Breakfast & Brunch,,Stockton,3221.926310916536,El Torito,False,$$,3.0,234,CA
4751 Pacific Avenue,Chicken Wings,American (Traditional),Sports Bars,,Stockton,1275.7231525542072,Buffalo Wild Wings,False,$$,2.5,389,CA
4641 Pacific Ave,Pizza,Middle Eastern,Hookah Bars,,Stockton,1016.712472634916,Pepperoni's Pizza & Hookah Cafe,False,$,3.5,86,CA
2324 Grand Canal Blvd,Pubs,American (Traditional),Sports Bars,,Stockton,2900.642712841814,Basil's,False,$$,3.5,70,CA
222 N El Dorado St,American (Traditional),Pizza,Bars,,Stockton,3522.254892877188,Taps Bar & Grill,False,$$,3.5,109,CA
2207 Country Club Blvd,Sports Bars,American (Traditional),American (New),,Stockton,3234.444495141448,The Graduate Restaurant & Bar,False,$$,3.0,148,CA
151 W Alder St,Pubs,American (Traditional),Whiskey Bars,,Stockton,1789.3229814393394,Whisky Barrel Stockton,False,$$,3.5,52,CA
1720 Pacific Ave,Lounges,Hookah Bars,,,Stockton,1849.4590985623697,Amaraen Hookah and Entertainment Lounge,False,$,3.5,43,CA
110 W Fremont St,Lounges,American (Traditional),,,Stockton,3274.780473833092,The Delta Bistro & Lounge,False,$$,3.5,63,CA
2222 Grand Canal Blvd,Modern European,Wine Bars,,,Stockton,2674.888621887528,Wine Wizards,False,$$,4.5,19,CA
5756 Pacific Ave,Bars,American (Traditional),Tex-Mex,,Stockton,2187.1370150403077,Chili's,False,$$,2.5,197,CA
7555 Pacific Ave,Bars,Mexican,Seafood,,Stockton,4081.6416574854925,Miguels Mexican Restaurant,False,$$,3.0,121,CA
2659 W March Ln,American (Traditional),Sports Bars,Burgers,,Stockton,3442.5700404889294,Applebee's Grill + Bar,False,$$,2.5,238,CA
2828 W March Ln,Chinese,Bars,Delis,,Stockton,3812.585547221319,Dave Wong's Deli,False,$,3.0,100,CA
2714 Country Club Blvd,Dive Bars,American (Traditional),,,Stockton,3774.514654573253,Winchester's Restaurant,False,$$,4.0,37,CA
10114 Lower Sacramento Rd,Gay Bars,Dance Clubs,,,Stockton,6815.761809424158,Paradise Nightclub,False,$,3.0,50,CA
445 W Weber Ave,Sports Bars,,,,Stockton,3608.3458943953865,Chitiva's Salsa and Sport's Bar,False,$$,3.5,24,CA
6111 N W Ln,Bars,American (Traditional),,,Stockton,2948.7890412329175,Westlane Restaurant & Bar,False,$,3.5,12,CA
3900 West Ln,Sports Bars,American (Traditional),Diners,,Stockton,1704.2050369031288,Bourbon Street Bar & Grill,False,$,3.5,18,CA
7931 Thornton Rd,Sports Bars,,,,Stockton,4565.030702893551,The Establishment Saloon,False,$,3.5,15,CA
9305 Thornton Rd,Bars,,,,Stockton,6327.3538287698075,Captain's Anchor,False,$,3.5,14,CA
122 E Oak St,Sports Bars,Pizza,,,Stockton,3134.9986506517016,Mr. D's Pizza & Sports Pub,False,$,3.5,11,CA
10200 N Highway 99,Bars,,,,Stockton,7988.191150145741,Koe's Bar,False,$,2.5,28,CA
552 W Benjamin Holt Dr,Sports Bars,Burgers,,,Stockton,3194.49702481542,Chilly D's Sports Lounge,False,$$,3.0,14,CA
1105 N Wilson Way,Bars,,,,Stockton,3134.5172411830285,The Whistle Stop,False,$$,4.0,4,CA
407 E Charter Way,Cocktail Bars,Lounges,,,Stockton,5362.069118762591,Harry's Cocktail Lounge,False,$$,4.0,4,CA
1800 Charter Way,Bars,,,,Stockton,5983.39740319686,Lupita's Bar,False,$,3.5,6,CA
511 N California St,Dive Bars,,,,Stockton,3276.2930907823866,Elbow Room,False,$$$,3.0,2,CA
916 W 2nd Ave,American (New),Cocktail Bars,Gluten-Free,,Spokane,2866.788655661217,Wild Sage Bistro,False,$$$,4.5,533,WA
3318 W Northwest Blvd,Bars,Gastropubs,Pizza,,Spokane,4266.3850018536805,The Flying Goat,False,$$,4.5,556,WA
214 N Howard St,American (New),Vegan,Cocktail Bars,,Spokane,2231.329878756263,Mizuna,False,$$,4.0,417,WA
913 E Sharp Ave,American (New),Cocktail Bars,Breakfast & Brunch,,Spokane,1161.7908421920174,Clover,False,$$,4.5,313,WA
24 W Main Ave,Bakeries,Lounges,Vegan,,Spokane,2021.0723165442796,Boots Bakery & Lounge,False,$$,4.5,309,WA
818 W Sprague Ave,Asian Fusion,Ramen,Bars,,Spokane,2580.0755457985,Nudo Ramen House,False,$$,4.0,498,WA
117 N Howard St,American (Traditional),Lounges,Pubs,,Spokane,2347.0858671070323,Soulful Soups and Spirits,False,$,4.5,212,WA
1931 W Pacific Ave,Pubs,American (New),,,Spokane,3561.1985364676902,The Elk Public House,False,$$,4.0,405,WA
10 N Post St,Mexican,Cocktail Bars,,,Spokane,2507.612398397301,Cochinito Taqueria,False,$$,4.5,240,WA
165 S Post St,Steakhouses,Wine Bars,Beer Bar,,Spokane,2740.699850887435,Churchill's Steakhouse,False,$$$,4.0,304,WA
816 W Sprague Ave,Pizza,Bars,Italian,,Spokane,2566.5298436031076,Fire Artisan Pizza,False,$$,4.0,222,WA
415 W Main Ave,Cocktail Bars,Fish & Chips,Burgers,,Spokane,2231.0257646529094,Durkin's Liquor Bar,False,$$,4.0,215,WA
154 S Madison St,Mexican,Bars,Seafood,,Spokane,2927.470755633129,Zona Blanca Ceviche,False,$$,4.5,131,WA
3011 S Grand Blvd,American (Traditional),Pubs,Gastropubs,,Spokane,5602.149666332836,Manito Tap House,False,$$,4.0,335,WA
144 S Cannon St,Italian,Modern European,Cocktail Bars,,Spokane,3596.1887990426985,Italia Trattoria,False,$$,4.5,179,WA
6314 N Ash St,Gastropubs,American (New),Bars,,Spokane,4831.444232635939,Cascadia Public House,False,$$,4.5,165,WA
1242 West Summit Pkwy,American (New),Tapas/Small Plates,Bars,,Spokane,2495.680234345473,Wandering Table,False,$$,4.0,288,WA
21 W Main Ave,Pubs,American (Traditional),Salad,,Spokane,2083.2390517728327,Saranac Public House,False,$$,4.0,292,WA
218 N Howard St,American (New),Bars,,,Spokane,2216.0057044715118,Steelhead Bar & Grille,False,$$,4.0,328,WA
102 N Howard St,Hot Dogs,Bars,American (Traditional),,Spokane,2350.314822697346,Wild Dawgs,False,$,4.5,138,WA
115 N Washington St,American (New),Cocktail Bars,Seafood,,Spokane,2245.1983008328716,Wiley's Downtown Bistro,False,$$,4.5,116,WA
825 N Monroe St,Cocktail Bars,American (New),,,Spokane,2009.2941407941285,Ruins,False,$$,4.0,160,WA
111 S Madison St,Cideries,Wine Bars,Beer Bar,,Spokane,2813.6911558159077,One Tree Hard Cider,False,$$,5.0,60,WA
1003 E Trent Ave,Pubs,Gastropubs,Breweries,,Spokane,1871.592136982859,No-Li Brewhouse,False,$$,4.0,292,WA
928 S Perry,American (New),Southern,Cocktail Bars,,Spokane,3631.224715053292,Casper Fry,False,$$,4.0,266,WA
2019 N Monroe St,Breweries,Pubs,Beer Bar,,Spokane,1526.1017228464273,Bellwether Brewing Company,False,$,5.0,47,WA
525 W 1st Ave,Sushi Bars,Hawaiian,Sports Bars,,Spokane,2549.0106061614006,The Wave Island Sports Grill & Sushi Bar,False,$$,4.0,201,WA
108 N Washington St,Wine Bars,Pizza,Music Venues,,Spokane,2261.4488582431377,Leftbank Wine Bar,False,$$,4.5,76,WA
304 W Pacific Ave,Whiskey Bars,Desserts,,,Spokane,2546.4740800329873,Hogwash Whiskey Den,False,$$,4.5,89,WA
22 W Main Ave,Bars,Music Venues,Tapas/Small Plates,,Spokane,2030.988174086072,ZOLA,False,$$,4.0,224,WA
6501 N Cedar St,Pizza,American (New),Bars,,Spokane,4871.048642493507,The Boiler Room,False,$$,4.0,149,WA
1001 W 1st Ave,Delis,Lounges,,,Spokane,2778.3079742710643,Brooklyn Deli & Lounge,False,$$,4.0,115,WA
909 W 1st Ave,Burgers,American (Traditional),Cocktail Bars,,Spokane,2710.48305739789,Incrediburger and Eggs,False,$,4.0,200,WA
1004 S Perry St,Pubs,American (Traditional),,,Spokane,3672.388133602519,Lantern Tap House,False,$$,4.0,122,WA
525 W Spokane Falls Blvd,Irish,Pubs,Beer Bar,,Spokane,2189.8535412494907,O'Doherty's Irish Grille,False,$$,4.0,152,WA
230 W Riverside Ave,Bars,Arcades,American (Traditional),,Spokane,2194.19873361169,Garageland,False,$$,4.0,105,WA
1812 W Francis Ave,Pubs,German,American (New),,Spokane,4985.127307458417,Das Stein Haus,False,$$,4.0,105,WA
4427 W Wellesley Ave,Barbeque,Desserts,Beer Bar,,Spokane,5827.461239380105,Outlaw BBQ,False,$$,4.0,106,WA
12 N Post St,Cocktail Bars,Lounges,"Beer, Wine & Spirits",,Spokane,2511.469690094188,Volstead Act,False,$$,4.5,80,WA
154 S Madison St,Beer Bar,Tapas Bars,,,Spokane,2927.734666349884,Steel Barrel Taproom,False,$,4.5,45,WA
825 W Riverside,Sports Bars,Burgers,Sandwiches,,Spokane,2556.4559014509423,24Taps Burgers & Brews,False,$$,4.0,122,WA
3809 S Grand Blvd,American (New),Gastropubs,Pubs,,Spokane,6423.938701378645,Remedy Kitchen and Tavern,False,$$,4.0,114,WA
110 S Monroe St,Cocktail Bars,American (New),,,Spokane,2773.0221823009574,Gilded Unicorn,False,$$,3.5,170,WA
111 S Post St,Sandwiches,Barbeque,Bars,,Spokane,2631.1927077480645,Safari Room Fresh Grill and Bar,False,$$,4.0,113,WA
4318 S Regal St,Pubs,American (Traditional),,,Spokane,7523.255374129689,Waddell's Pub and Grill,False,$$,3.5,232,WA
808 W Main Ave,American (New),Bars,,,Spokane,2339.522731804979,Twigs Bistro and Martini Bar,False,$$,3.5,166,WA
108 N Post St,Lounges,,,,Spokane,2440.836227716941,Bistango Martini Lounge,False,$$,4.0,70,WA
2727 S Mt Vernon St,American (Traditional),Pubs,,,Spokane,5989.088217440017,The Two Seven Public House,False,$$,4.0,108,WA
827 W 1st Ave,Local Flavor,Cocktail Bars,,,Spokane,2694.3931853608374,Baby Bar,False,$,4.0,76,WA
19 W Main Ave,Breweries,Wine Bars,,,Spokane,2082.422501657423,Black Label Brewing Company,False,$,4.5,41,WA
334 Massachusetts Ave,Bars,Tacos,,,Indianapolis,4016.2830664001167,Bakersfield,False,$$,4.5,1260,IN
410 Massachusetts Ave,Burgers,Sandwiches,Bars,,Indianapolis,3847.147973330916,BRU Burger Bar - Indianapolis,False,$$,4.0,1329,IN
402 E 16th St,Wine Bars,Tapas Bars,American (New),,Indianapolis,2231.1619841228267,Tinker Street,False,$$,4.5,517,IN
720 N College Ave,Bars,Latin American,Empanadas,,Indianapolis,3344.9212502637165,Livery,False,$$,4.5,507,IN
5406 N College Ave,Bars,Gastropubs,American (New),,Indianapolis,5046.925398413247,Twenty Tap,False,$$,4.5,464,IN
342 Massachusetts Ave,Breakfast & Brunch,Juice Bars & Smoothies,Cocktail Bars,,Indianapolis,3995.0967131029074,The Garden Table,False,$$,4.5,435,IN
702 Virginia Ave,Cocktail Bars,Distilleries,,,Indianapolis,5445.716268612762,Hotel Tango,False,$$,4.5,377,IN
1642 E New York St,Mexican,Seafood,Beer Bar,,Indianapolis,3908.2698196181295,La Parada,False,$,4.0,464,IN
1217 E 16th St,Bars,Mexican,,,Indianapolis,1988.9104385743474,Festiva,False,$$,4.5,254,IN
8650 Keystone Crossing,American (New),Wine Bars,Seafood,,Indianapolis,12076.57010010677,Seasons 52,False,$$,4.0,461,IN
15 W Maryland St,American (New),Vegetarian,Bars,,Indianapolis,4840.842649615538,Yard House,False,$$,4.0,631,IN
331 Massachusetts Ave,Lounges,American (New),Cocktail Bars,,Indianapolis,4061.3198575558786,The Ball & Biscuit,False,$$,4.0,395,IN
1011 E Westfield Blvd,Pubs,Desserts,Belgian,,Indianapolis,7151.562348081286,Brugge Brasserie,False,$$,4.0,553,IN
1101 E 16th St,Coffee & Tea,Bakeries,Bars,,Indianapolis,2032.5751850422075,PROVIDER,False,$$,4.5,141,IN
40 W Washington St,Steakhouses,Seafood,Wine Bars,,Indianapolis,4661.722124950513,The Capital Grille,False,$$$,4.5,306,IN
8617 Allisonville Rd,Pizza,Sports Bars,Chicken Wings,,Indianapolis,13178.55663667396,Ale Emporium,False,$$,4.0,630,IN
501 Virginia Ave,Bars,Arcades,,,Indianapolis,5259.679751646636,Tappers Arcade Bar,False,$,4.5,174,IN
719 Massachusetts Ave,Pubs,British,Pizza,,Indianapolis,3366.611459906119,Chatham Tap Restaurant & Pub,False,$$,4.0,369,IN
222 E Market St,Bars,,,,Indianapolis,4358.403118271318,Tomlinson Tap Room,False,$,4.5,157,IN
339 Massachusetts Ave,Pubs,Vegetarian,Scottish,,Indianapolis,4031.3237236958016,MacNivens Restaurant & Bar,False,$$,4.0,306,IN
4923 N College Ave,Pubs,American (Traditional),Vegan,,Indianapolis,4179.044444121735,The Sinking Ship,False,$$,4.0,377,IN
123 S Illinois St,American (Traditional),Bars,Breakfast & Brunch,,Indianapolis,4925.865592789281,Spoke & Steele,False,$$$,4.0,286,IN
6280 N College Ave,American (Traditional),Pubs,,,Indianapolis,7062.084576660737,HopCat,False,$$,3.5,547,IN
1043 Virginia Ave,British,Bars,American (Traditional),,Indianapolis,5982.135032332546,Red Lion Grog House,False,$$,4.0,362,IN
1043 Virginia Ave,Bars,Mexican,,,Indianapolis,5974.5659320020295,La Margarita,False,$$,4.0,386,IN
545 Massachusetts Ave,Bars,Pizza,,,Indianapolis,3677.8668502896853,Goodfellas Pizzeria,False,$,4.0,234,IN
832 E Westfield Blvd,Comfort Food,Beer Bar,Sandwiches,,Indianapolis,7194.9934041017905,Flatwater Restaurant,False,$$,4.0,259,IN
630 Virginia Ave,American (New),Barbeque,Bars,,Indianapolis,5392.176189895132,Repeal Restaurant,False,$$,4.0,270,IN
1043 Virginia Ave,Sandwiches,Bars,Tacos,,Indianapolis,5956.4942429402545,Pure Eatery,False,$$,4.0,316,IN
5694 N Meridian St,American (New),Pubs,Vegetarian,,Indianapolis,5861.29155477638,Meridian Restaurant & Bar,False,$$$,4.5,182,IN
635 Massachusetts Ave,Gastropubs,Pubs,American (New),,Indianapolis,3472.6469510936067,Ralston's Drafthouse,False,$$,4.0,392,IN
345 Massachusetts Ave,Wine Bars,Breakfast & Brunch,Seafood,,Indianapolis,4022.803673347258,Louie's Wine Dive,False,$$,4.0,330,IN
333 S Delaware St,Lounges,,,,Indianapolis,5131.584479661927,Plat 99,False,$$,4.5,167,IN
51 N Illinois St,Steakhouses,Seafood,Cocktail Bars,,Indianapolis,4584.9774802075235,Hyde Park Prime Steakhouse,False,$$$$,4.5,136,IN
234 N Belmont Ave,Bars,American (Traditional),,,Indianapolis,6480.137976398764,Workingman's Friend,False,$,4.0,206,IN
1110 Shelby St,Cocktail Bars,Music Venues,,,Indianapolis,6043.942996284685,Pioneer,False,$$,4.0,196,IN
28 W Georgia St,Burgers,Salad,Beer Bar,,Indianapolis,4975.165485616817,Burger Study,False,$$,4.0,301,IN
225 E Ohio St,Thai,Bars,Jazz & Blues,,Indianapolis,4274.646991087698,Bangkok Restaurant & Jazz Bar,False,$$,4.0,234,IN
317 S College Ave,Italian,Pizza,Bars,,Indianapolis,4973.651225651234,Iaria's Italian Restaurant,False,$$,4.0,283,IN
1127 Shelby St,Southern,Bars,,,Indianapolis,6086.75948435077,Thunderbird,False,$$,4.0,313,IN
65 E Pearl St,Pizza,Pubs,,,Indianapolis,4720.38303314274,Pearl Street Pizzeria & Pub,False,$$,4.0,271,IN
15 E Maryland St,Tapas/Small Plates,Pizza,Cocktail Bars,,Indianapolis,4822.592562887985,Nook A Paleo Influenced Diner,False,$$,4.5,148,IN
1132 Prospect St,Mexican,Tiki Bars,,,Indianapolis,5981.984838787512,Revolucion,False,$$,3.5,407,IN
915 E Westfield Blvd,Burgers,Bars,,,Indianapolis,7158.176617396091,317 Burger,False,$$,4.0,309,IN
127 S Illinois St,Lounges,,,,Indianapolis,4959.531439830474,1933 Lounge,False,$$$,4.5,119,IN
50 W Washington St,Wine Bars,Tapas Bars,,,Indianapolis,4678.279082601139,Tastings A Wine Experience,False,$$,4.0,228,IN
1301 Barth Ave,Bars,Breweries,,,Indianapolis,6292.827841844177,Fountain Square Brewery,False,$,4.5,152,IN
306 N Delaware St,Breweries,American (Traditional),Beer Bar,,Indianapolis,4112.043273799321,The Tap,False,$$,4.0,330,IN
1116 Prospect St,Lounges,Performing Arts,Music Venues,,Indianapolis,5979.101802923191,White Rabbit Cabaret,False,$$,4.5,110,IN
3720 E 82nd St,Sports Bars,American (Traditional),,,Indianapolis,12002.885159494259,The District Tap,False,$$,4.0,383,IN
3417 N Anthony Blvd,Coffee & Tea,Sandwiches,Bars,,Fort Wayne,2805.0474465793022,Old Crown,False,$,4.5,104,IN
126 W Columbia St,Asian Fusion,Cocktail Bars,Thai,,Fort Wayne,2498.471467158871,Nawa,False,$$,4.5,69,IN
301 W Jefferson Blvd,American (Traditional),Cocktail Bars,American (New),,Fort Wayne,3113.34572377392,Copper Spoon,False,$$,4.0,129,IN
221 E Washington Ctr Rd,Steakhouses,Bars,Seafood,,Fort Wayne,3488.8469505913226,Cork'n Cleaver Restaurant,False,$$$,4.0,162,IN
814 S Calhoun St,Coffee & Tea,American (New),Beer Bar,,Fort Wayne,2806.773683292073,Dash-In,False,$$,4.0,152,IN
235 E Superior St,Steakhouses,Salad,Cocktail Bars,,Fort Wayne,2434.75196355548,Club Soda,False,$$$,4.0,132,IN
121 W Wayne St,Irish Pub,,,,Fort Wayne,2881.4951463389334,J K O'Donnell's Irish Ale House,False,$$,4.0,153,IN
224 E Wallace St,Distilleries,Bars,American (Traditional),,Fort Wayne,3935.2202966147197,Three Rivers Distilling Company,False,$$,4.5,49,IN
536 W Main St,Bars,,,,Fort Wayne,2639.190641297316,Henry's Restaurant,False,$$,4.0,84,IN
6250 Maplecrest Rd,Barbeque,American (Traditional),Beer Bar,,Fort Wayne,8315.528277933048,Shigs In Pit,False,$$,4.0,93,IN
1109 Taylor St,American (Traditional),Beer Bar,,,Fort Wayne,3942.8594319093777,Mad Anthony Brewing Company,False,$$,3.5,119,IN
2403 W State Blvd,American (Traditional),Bars,,,Fort Wayne,2183.630720400944,Tower Bar & Grill,False,$,4.0,42,IN
3516 Bdwy,Pubs,Chicken Wings,Pizza,,Fort Wayne,5639.298148336882,07 Pub,False,$$,4.5,34,IN
1121 Broadway,Bars,,,,Fort Wayne,3211.501942572497,The Brass Rail,False,$,4.5,30,IN
6230 Covington Rd,Pubs,American (New),Pizza,,Fort Wayne,7673.504909774515,Black Dog Pub,False,$$,3.5,67,IN
6282 W Jefferson Blvd,Burgers,American (New),Sports Bars,,Fort Wayne,7808.816659888663,Scotty's Brewhouse,False,$$,3.0,145,IN
622 E Dupont Rd,Venues & Event Spaces,American (Traditional),Lounges,,Fort Wayne,8357.58228864068,Lucky Turtle Grill & Lucky Moose Lounge,False,$$,3.5,70,IN
135 W Columbia St,Cajun/Creole,Bars,,,Fort Wayne,2546.0837530142994,Bourbon Street Hideaway,False,$$,4.0,33,IN
820 Spring St,American (Traditional),Bars,,,Fort Wayne,1572.0250941665595,Green Frog Inn,False,$$,3.5,32,IN
305 E Washington Center Rd,Sports Bars,Chicken Wings,Sandwiches,,Fort Wayne,3591.2910041303917,Duesy's Sportsbar & Grille,False,$$,3.5,41,IN
1105 E State Blvd,Pizza,American (Traditional),Bars,,Fort Wayne,2181.7579243043792,ACME Bar & Grill,False,$,3.5,55,IN
3215 St Joe Center Rd,Pool Halls,Sports Bars,American (Traditional),,Fort Wayne,5388.2433586121215,Corner Pocket Pub,False,$$,3.5,37,IN
6328 W Jefferson Blvd,Seafood,Steakhouses,Cocktail Bars,,Fort Wayne,7995.191483365041,Chappell's Coral Grill,False,$$$,3.5,45,IN
4935 Hillegas Rd,Bars,American (Traditional),,,Fort Wayne,4216.516001459291,Rack and Helens Social House,False,$$,4.0,21,IN
301 W Jefferson Blvd,Irish Pub,Irish,,,Fort Wayne,3112.488847601094,O'Reilly's Irish Pub,False,$$,3.0,51,IN
