Address,Category 0,Category 1,Category 2,Category 3,City,Distance,Name,Out of Business,Price,Rating,Review Count,State,Top-Bottom
31005 Courthouse Dr,Filipino,Bars,American (Traditional),,Union City,10370.415192785413,Gerry's Grill and Bar,False,$$,3.0,914,CA,7.5 Mile Radius
5152 Mowry Ave,Sports Bars,,,,Fremont,1094.853940379559,The Huddle,False,$$,3.0,53,CA,2.5 Mile Radius
477 E Calaveras Blvd,Mexican,Bars,Breakfast & Brunch,,Milpitas,13822.247979672842,El Torito,False,$$,3.5,676,CA,10 Mile Radius
5911 Mowry Ave,Dive Bars,American (Traditional),,,Newark,2044.3200923109887,Swiss Park Bar & Grille,False,$,3.5,46,CA,2.5 Mile Radius
38 N Main St,Sports Bars,Tapas Bars,American (Traditional),,Milpitas,13555.780672921077,Tequila Shots Bar & Grill,False,$,4.0,255,CA,10 Mile Radius
40645 Fremont Blvd,Sports Bars,,,,Fremont,1918.1348574781266,The Spare Room,False,$,4.5,9,CA,2.5 Mile Radius
643 E Calaveras Blvd,Italian,Pizza,Wine Bars,,Milpitas,13712.385172906816,Giorgio's Italian Food & Pizzeria,False,$$,3.5,576,CA,10 Mile Radius
31100 Courthouse Dr,Mexican,Bars,Breakfast & Brunch,,Union City,10238.64152939283,Chevys Fresh Mex,False,$$,3.0,487,CA,7.5 Mile Radius
8200 Gateway Blvd,Venues & Event Spaces,Tapas/Small Plates,Cocktail Bars,,Newark,6714.560152815205,W XYZ Bar,False,$$,4.5,24,CA,5 Mile Radius
275 Ranch Drive,Steakhouses,American (Traditional),Sports Bars,,Milpitas,13140.669524033454,Black Angus Steakhouse,False,$$,3.0,592,CA,10 Mile Radius
36665 Cedar Blvd,Cocktail Bars,Lounges,,,Newark,3868.625532556831,Cork & Forks,False,$$,4.0,19,CA,2.5 Mile Radius
32135 Union Landing Blvd,Chicken Wings,Sports Bars,American (Traditional),,Union City,10133.346325735207,Buffalo Wild Wings,False,$$,2.0,763,CA,7.5 Mile Radius
260 Ranch Dr,Mexican,Bars,Tex-Mex,,Milpitas,13247.13912662207,On The Border Mexican Grill & Cantina,False,$$,2.5,468,CA,10 Mile Radius
1848 Whipple Rd,Lounges,Karaoke,,,Union City,9802.567509949129,Peppertree Lounge,False,$,4.0,47,CA,7.5 Mile Radius
5800 Jarvis Ave,Pubs,,,,Newark,5685.625526270601,Johnny's Pub,False,$,4.0,22,CA,5 Mile Radius
17071 Beach Blvd,Burgers,Sports Bars,American (Traditional),,Huntington Beach,3239.081087209552,Slater's 50/50 - Huntington Beach,False,$$,4.0,3298,CA,2.5 Mile Radius
7041 Yorktown Ave,Mediterranean,Tapas/Small Plates,Wine Bars,,Huntington Beach,1408.0836910670398,The Black Trumpet Bistro Tapas & Wine Bar,False,$$,4.5,810,CA,2.5 Mile Radius
7561 Center Ave,Burgers,Sports Bars,,,Huntington Beach,4976.0472999398435,Grinderz,False,$,4.5,782,CA,5 Mile Radius
412 Walnut Ave,American (New),Burgers,Bars,,Huntington Beach,3815.052798295766,25 Degrees,False,$$,4.0,1363,CA,2.5 Mile Radius
7631 Edinger Ave,Mexican,Breakfast & Brunch,Bars,,Huntington Beach,4608.477508878902,solita Tacos & Margaritas,False,$$,4.0,1481,CA,5 Mile Radius
17428 Beach Blvd,Dive Bars,Pizza,Whiskey Bars,,Huntington Beach,2904.5281588045837,Johnny's Saloon,False,$$,4.5,615,CA,2.5 Mile Radius
7490 Edinger Ave,American (New),Breakfast & Brunch,Bars,,Huntington Beach,4431.3019447671395,STACKED: Food Well Built - Huntington Beach,False,$$,4.0,1062,CA,5 Mile Radius
21500 Pacific Coast Hwy,American (New),Breakfast & Brunch,Wine Bars,,Huntington Beach,4918.816905774135,Watertable,False,$$$,4.5,485,CA,5 Mile Radius
21501 Brookhurst St,Italian,Seafood,Wine Bars,,Huntington Beach,7045.177470910036,Basilico's Pasta e Vino,False,$$,4.0,738,CA,5 Mile Radius
21028 Pacific Coast Hwy,Pubs,American (Traditional),,,Huntington Beach,4292.867488984929,Simmzy's,False,$$,4.0,553,CA,5 Mile Radius
21058 Pacific Coast Hwy,American (Traditional),Beer Bar,Burgers,,Huntington Beach,4395.892424722057,The American Dream,False,$$,4.5,497,CA,5 Mile Radius
7631 Edinger Ave,American (New),Bars,Burgers,,Huntington Beach,4673.437065100536,Eureka!,False,$$,4.0,813,CA,5 Mile Radius
16400 Pacific Coast Hwy,Indian,Himalayan/Nepalese,Bars,,Huntington Beach,6929.251750968085,Himalayan Grill,False,$$,4.5,448,CA,5 Mile Radius
21022 Beach Blvd,Wine Bars,American (Traditional),,,Huntington Beach,4453.139520349138,SeaLegs Wine Bar,False,$$,3.5,867,CA,5 Mile Radius
21016 Pacific Coast Hwy,Breakfast & Brunch,Bars,American (Traditional),,Huntington Beach,4239.182567683338,Bluegold,False,$$$,4.0,697,CA,5 Mile Radius
7402 Edinger Ave,Mexican,Bars,Seafood,,Huntington Beach,4383.48680623224,La Choza Restaurant,False,$$,4.0,548,CA,5 Mile Radius
16871 Beach Blvd,Japanese,Bars,Hot Pot,,Huntington Beach,3484.2053930585803,Slice Shabu,False,$$,4.0,290,CA,2.5 Mile Radius
19720 Beach Blvd,Beer Bar,Sandwiches,Cafes,,Huntington Beach,2793.772084437765,Board & Brew - Huntington Beach,False,$,4.5,210,CA,2.5 Mile Radius
714 Adams Ave,American (New),Bars,,,Huntington Beach,2987.4408228329994,Triple Crown Tavern,False,$$,5.0,97,CA,2.5 Mile Radius
211 Main St,Bars,Mexican,,,Huntington Beach,3827.197466577812,Baja Sharkeez,False,$$,3.5,1018,CA,2.5 Mile Radius
6078 Warner Ave,Italian,Wine Bars,,,Huntington Beach,2717.9275189760915,Sebastiani's Italian Bistro,False,$$,4.5,226,CA,2.5 Mile Radius
6953 Warner Ave,Cideries,Beer Bar,,,Huntington Beach,2810.7640478669505,Tree Branch Cider House,False,$$,4.5,124,CA,2.5 Mile Radius
300 Pacific Coast Hwy,Mexican,Bars,Venues & Event Spaces,,Huntington Beach,3935.583612009568,Fred's Mexican Cafe,False,$$,3.0,1623,CA,2.5 Mile Radius
6041 Bolsa Ave,Hookah Bars,Mediterranean,Lounges,,Huntington Beach,6004.3470696119275,Mirage Lounge & Grill,False,$$,4.0,290,CA,5 Mile Radius
3321 Hyland Ave,Tapas/Small Plates,Spanish,Bars,,Costa Mesa,7994.228361266987,Pueblo,False,$$,4.5,1350,CA,5 Mile Radius
8943 Atlanta Ave,Creperies,Bars,American (Traditional),,Huntington Beach,5186.2721505150175,Rockin' Crepes,False,$$,4.0,512,CA,5 Mile Radius
17823 Beach Blvd,Hookah Bars,Lounges,,,Huntington Beach,2432.0040518570204,Palmz Lounge,False,$$,4.5,99,CA,2.5 Mile Radius
155 5th St,Gastropubs,Cocktail Bars,,,Huntington Beach,3832.416944500527,HQ Gastropub,False,$$,4.0,366,CA,2.5 Mile Radius
200 Main St,Mediterranean,Cocktail Bars,,,Huntington Beach,3859.172349384187,Coach's Mediterranean Grill & Bar,False,$$,4.0,366,CA,2.5 Mile Radius
209 Main St,Irish Pub,Sports Bars,,,Huntington Beach,3832.219357679881,Killarney Pub & Grill,False,$$,3.5,550,CA,2.5 Mile Radius
10056 Adams Ave,Barbeque,Sports Bars,,,Huntington Beach,5851.345348790233,Hambone's Bar & Grill,False,$$,4.0,452,CA,5 Mile Radius
315 Pacific Coast Hwy,Cocktail Bars,Diners,,,Huntington Beach,4016.0409735108947,Sandy's Beach Shack,False,$$,4.0,419,CA,2.5 Mile Radius
21022 Pacific Coast Hwy,Country Dance Halls,Barbeque,Bars,,Huntington Beach,4256.580582057499,Old Crow Smokehouse Huntington Beach,False,$$,3.5,849,CA,5 Mile Radius
19047 Bushard St,Sports Bars,American (Traditional),Pubs,,Huntington Beach,4514.710328232907,O'Connell's Sports Pub & Grille,False,$,4.5,201,CA,5 Mile Radius
424 Olive Ave,Irish Pub,,,,Huntington Beach,3735.5578672507536,The Irishman,False,$,4.5,121,CA,2.5 Mile Radius
221 Main St,Hawaiian,Bars,Breakfast & Brunch,,Huntington Beach,3790.7045296251263,Aloha Grill,False,$$,3.5,513,CA,2.5 Mile Radius
19092 Beach Blvd,Hookah Bars,Music Venues,,,Huntington Beach,2298.343148219448,Surf City Hookah Lounge,False,$$,5.0,65,CA,2.5 Mile Radius
7120 Edinger Ave,Burgers,Sports Bars,Pizza,,Huntington Beach,4137.926762864613,Eat At Joe's,False,$$,4.0,234,CA,5 Mile Radius
7862 Warner Ave,Asian Fusion,Cocktail Bars,,,Huntington Beach,3246.2152534360657,The Cure Kitchen & Bar,False,$$,4.0,216,CA,2.5 Mile Radius
18582 Beach Blvd,Hookah Bars,Lounges,Pool Halls,,Huntington Beach,2207.1091669098555,Sultana Ultra Hookah Lounge,False,$,4.0,166,CA,2.5 Mile Radius
15941 Edwards St,Italian,Pizza,Wine Bars,,Huntington Beach,4335.223102647093,Gianni's Pizza Pasta & More,False,$$,4.0,191,CA,5 Mile Radius
18302 Beach Blvd,Chicken Wings,Pizza,Sports Bars,,Huntington Beach,2213.169253519628,Wings 'N Things Grill,False,$$,3.5,413,CA,2.5 Mile Radius
18344 Beach Blvd,American (New),Tapas/Small Plates,Wine Bars,,Huntington Beach,2231.854979159048,Heirloom a Modern Farmhouse,False,$$,4.5,90,CA,2.5 Mile Radius
217 Main St,Sports Bars,American (Traditional),Seafood,,Huntington Beach,3811.3021801376367,The Longboard Restaurant & Pub,False,$$,3.5,436,CA,2.5 Mile Radius
21058 Pacific Coast Hwy,Cocktail Bars,,,,Huntington Beach,4388.382802630107,The Bungalow Huntington Beach,False,$$,3.5,567,CA,5 Mile Radius
21080 Pacific Coast Hwy,Lounges,Cocktail Bars,American (New),,Huntington Beach,4461.621331022985,Tanner's,False,$$,3.0,731,CA,5 Mile Radius
16391 Beach Blvd,Lounges,Dive Bars,Karaoke,,Huntington Beach,4142.6243043040095,Shanghai'd Room,False,$,4.0,139,CA,5 Mile Radius
301 Main St,Wine Bars,"Beer, Wine & Spirits",,,Huntington Beach,3736.828683724068,Main Street Wine Company,False,$$,4.0,144,CA,2.5 Mile Radius
500 Assembly Row,Southern,Cocktail Bars,,,Somerville,4256.801061035048,Southern Kin Cookhouse,False,$$,4.0,889,MA,5 Mile Radius
7861 Edinger Ave,Burgers,Sports Bars,,,Huntington Beach,4715.344925653324,Islands Restaurant,False,$$,3.5,363,CA,5 Mile Radius
630 1st Ave N,German,Bars,,,Fargo,3890.231858399113,Würst Bier Hall,False,$$,4.5,274,ND,2.5 Mile Radius
518 1st Ave N,Burgers,Beer Bar,American (Traditional),,Fargo,3996.353611370886,JL Beers,False,$,4.5,141,ND,2.5 Mile Radius
101 Broadway N,American (New),Lounges,,,Fargo,3998.944921493513,HoDo Lounge,False,$$,4.0,119,ND,2.5 Mile Radius
1545 S University Dr,Wine Bars,American (New),Coffee & Tea,,Fargo,2208.6957390556922,Luna Fargo,False,$$,4.5,55,ND,2.5 Mile Radius
520 1st Ave N,Tapas/Small Plates,Bars,Mexican,,Fargo,4001.875165481646,Vinyl Taco,False,$$,4.0,159,ND,2.5 Mile Radius
305 Broadway N,American (New),Lounges,,,Fargo,4159.063444780983,The Toasted Frog,False,$$,4.0,91,ND,5 Mile Radius
210 Roberts Aly,Cocktail Bars,American (Traditional),,,Fargo,4041.1016389231822,The Boiler Room - Fargo,False,$$,3.5,159,ND,5 Mile Radius
101 Broadway N,American (New),Cocktail Bars,,,Fargo,3998.944921493513,HoDo Restaurant,False,$$$,4.0,97,ND,2.5 Mile Radius
202 Broadway N,Italian,Wine Bars,,,Fargo,4037.1892150583913,Toscana Restaurant,False,$$,4.0,59,ND,5 Mile Radius
609 Np Ave N,Bars,Smokehouse,Barbeque,,Fargo,3865.5593866722547,NoBull Smokehouse,False,$$,4.0,70,ND,2.5 Mile Radius
1910 9th St E,Fish & Chips,Irish Pub,Sandwiches,,West Fargo,4252.9027976087345,Blarney Stone Pub - West Fargo,False,$$,4.5,115,ND,5 Mile Radius
4240 32nd Ave S,Burgers,Pubs,Beer Bar,,Fargo,3162.103036165343,JL Beers,False,$$,4.0,33,ND,2.5 Mile Radius
612 1st Ave N,American (Traditional),Burgers,Bars,,Fargo,3917.589042079645,Pounds,False,$$,4.0,60,ND,2.5 Mile Radius
3431 Fiechtner Dr S,American (New),Burgers,Beer Bar,,Fargo,1117.9704866276172,Sickies Garage Burgers & Brews,False,$$,3.5,112,ND,2.5 Mile Radius
1660 13th Ave E,Desserts,Bars,American (Traditional),,West Fargo,3544.241640958889,Spitfire Bar & Grill,False,$$,4.0,129,ND,2.5 Mile Radius
226 Broadway N,Irish Pub,Pizza,,,Fargo,4076.058463882904,Dempsey's Public House,False,$,4.0,37,ND,5 Mile Radius
212 Broadway N,Seafood,Bars,American (New),,Fargo,4052.547689068777,Rosey's Bistro and Bar,False,$$,3.5,52,ND,5 Mile Radius
614 Main Ave,Bars,Comedy Clubs,,,Fargo,3704.326004594679,Front Street Taproom,False,$,4.5,10,ND,2.5 Mile Radius
810 13th Ave E,Burgers,Beer Bar,,,West Fargo,4413.7015978322215,JL Beers,False,$$,4.0,35,ND,5 Mile Radius
1515 42nd St S,Music Venues,Burgers,Sports Bars,,Fargo,1840.7573618722608,Shotgun Sallys Fargo,False,$$,3.0,58,ND,2.5 Mile Radius
22 Broadway N,American (New),Sports Bars,,,Fargo,3842.911294208083,Old Broadway,False,$$,3.0,46,ND,2.5 Mile Radius
1100 19th Ave N,Bars,American (Traditional),,,Fargo,6049.092800015523,Labby's Grill & Bar,False,$$,3.5,24,ND,5 Mile Radius
915 19th Ave E,Bars,Steakhouses,,,West Fargo,4138.169035366869,Tru Blu Social Club,False,$$$,3.5,57,ND,5 Mile Radius
1414 12th Ave N,Sports Bars,American (Traditional),,,Fargo,4433.74547511085,Herd And Horns,False,$$,3.5,27,ND,5 Mile Radius
1211 N University Dr,Pubs,American (Traditional),,,Fargo,4676.613125671623,Bison Turf,False,$,4.0,12,ND,5 Mile Radius
700 1st Ave N,American (New),Pubs,Venues & Event Spaces,,Moorhead,5102.499137669315,Usher's House,False,$$,3.5,54,MN,5 Mile Radius
722 2nd Ave N,Bars,Social Clubs,,,Fargo,3797.7276895918562,Sons of Norway,False,$,4.5,6,ND,2.5 Mile Radius
2001 16th St N,American (Traditional),Sports Bars,Burgers,,Fargo,6054.907531686807,Applebee's Grill + Bar,False,$$,3.5,22,ND,5 Mile Radius
1501 42nd St SW,Chicken Wings,American (Traditional),Sports Bars,,Fargo,1848.0251890174932,Buffalo Wild Wings,False,$$,3.5,20,ND,2.5 Mile Radius
835 23rd Ave E,Bars,American (Traditional),,,Fargo,4486.452603686021,Barcode Bar & Grill,False,$$,4.0,10,ND,5 Mile Radius
1515 19th Avenue North,American (Traditional),Sports Bars,Chicken Wings,,Fargo,6006.166749372128,Buffalo Wild Wings,False,$$,3.0,28,ND,5 Mile Radius
4510 19th Ave S,American (Traditional),Bars,,,Fargo,2726.674878708567,The Dolly Down,False,$,4.0,7,ND,2.5 Mile Radius
2640 52nd Ave S,Lounges,American (Traditional),,,Fargo,5764.120288828503,Frank's Lounge,False,$,3.5,17,ND,5 Mile Radius
2800 13th Avenue S W,American (Traditional),Sports Bars,Burgers,,Fargo,767.5553428843477,Applebee's Grill + Bar,False,$$,3.5,12,ND,2.5 Mile Radius
404 4th Ave N,American (Traditional),Pubs,,,Fargo,4334.476666338015,Sidestreet Grille & Pub,False,$$,3.5,21,ND,5 Mile Radius
10 8th St S,Dive Bars,,,,Moorhead,5155.552716597203,Mick's Office,False,$,4.5,15,MN,5 Mile Radius
101 Broadway,Bars,,,,Fargo,3998.944921493513,Sky Prairie,False,$$,5.0,4,ND,2.5 Mile Radius
2902 Hwy 10 E,Burgers,Beer Bar,,,Moorhead,7449.828535993783,JL Beers,False,$$,4.0,24,MN,5 Mile Radius
2721 Main Ave,Bars,,,,Fargo,2486.6100004704244,Rick's Bar,False,$,4.0,7,ND,2.5 Mile Radius
675 13th Ave E,Pubs,British,American (Traditional),,West Fargo,4641.473179126534,Three Lyons Pub,False,$$,3.5,26,ND,5 Mile Radius
3902 13th Ave S,American (Traditional),Bars,Tex-Mex,,Fargo,1676.9877807432522,Chili's,False,$$,3.5,10,ND,2.5 Mile Radius
3147 Bluestem Dr,American (New),Pubs,,,West Fargo,4761.872932816086,blvd,False,$$,3.5,33,ND,5 Mile Radius
421 University Dr N,"Beer, Wine & Spirits",Sports Bars,,,Fargo,3774.7251788968188,Chub's Pub & Package Place,False,$,4.0,6,ND,2.5 Mile Radius
935 37th Ave S,Pizza,Italian,Beer Bar,,Moorhead,5189.789778846514,Brickhouse Taverns,False,$$,4.0,17,MN,5 Mile Radius
2630 University Dr S,Bowling,Dive Bars,Pizza,,Fargo,2843.4300108352472,The Bowler,False,$$,3.0,13,ND,2.5 Mile Radius
3102 Hwy 10 E,Italian,Wine Bars,,,Moorhead,7787.910640744676,Altony's Italian Cafe,False,$$,3.5,50,MN,5 Mile Radius
4474 23rd Ave S,Breweries,Beer Bar,,,Fargo,2680.5712626539757,Prairie Brothers Brewing Co,False,$$,4.0,5,ND,2.5 Mile Radius
1201 Westrac Dr,Cocktail Bars,Dance Clubs,,,Fargo,934.8146210620644,Borrowed Bucks Roadhouse,False,$,3.5,10,ND,2.5 Mile Radius
510 E Ave K,Burgers,Hot Dogs,Sports Bars,,Grand Prairie,8505.714304610345,Mixed Up Burgers,False,$,4.0,470,TX,7.5 Mile Radius
684 W Pioneer Pkwy,Cajun/Creole,Cocktail Bars,,,Grand Prairie,2401.582947022047,The Daiquiri Shoppe,False,$,4.0,138,TX,2.5 Mile Radius
5244 S State Hwy 360,Seafood,Cajun/Creole,Bars,,Grand Prairie,10796.780988598148,Crazee Crab and Oyster Bar,False,$$,3.5,255,TX,7.5 Mile Radius
2614 Majesty Dr,Mexican,Bars,Tex-Mex,,Arlington,7299.202779406302,Mariano's Hacienda,False,$$,4.0,483,TX,5 Mile Radius
101 W Main St,Italian,Bars,,,Grand Prairie,2618.829740680997,Roma's Italian Bistro,False,$$,4.0,92,TX,2.5 Mile Radius
2510 Bardin Rd,Seafood,Cajun/Creole,Bars,,Grand Prairie,7258.911416347446,Mr Crabs,False,$$,4.0,70,TX,5 Mile Radius
2500 NE Green Oaks Blvd,Italian,Wine Bars,Beer Bar,,Arlington,9498.108285914868,Spazzio's Italian Cantina,False,$$,4.5,250,TX,7.5 Mile Radius
2150 E Lamar Blvd,Sports Bars,Asian Fusion,Vietnamese,,Arlington,8742.923940863473,BFF Asian Grill & Sports Bar,False,$$,4.0,311,TX,7.5 Mile Radius
107 NW 8th St,American (Traditional),Bars,,,Grand Prairie,2996.3899120933593,Theo's Grill & Bar,False,$,4.0,38,TX,2.5 Mile Radius
2620 W Interstate 20,Mexican,Tex-Mex,Bars,,Grand Prairie,7184.2750121004265,Rio Bravo Fajitas and Ritas,False,$$,3.5,62,TX,5 Mile Radius
3758 S Carrier Pkwy,Sports Bars,American (New),Cajun/Creole,,Grand Prairie,4938.05881608892,Mickeys Sports Bar and Grill,False,$,3.5,40,TX,5 Mile Radius
501 E Division St,Dive Bars,Pool Halls,Sports Bars,,Arlington,10419.860603395655,Milo's Bar,False,$,4.5,126,TX,7.5 Mile Radius
506 E Main St,Breweries,Beer Gardens,Beer Bar,,Arlington,10316.422871852928,Division Brewing,False,$,4.5,62,TX,7.5 Mile Radius
506 E Division St,Tiki Bars,,,,Arlington,10342.65287847871,4 Kahunas Tiki Lounge,False,$$,4.5,60,TX,7.5 Mile Radius
2300 E Lamar Blvd,Pizza,American (Traditional),Bars,,Arlington,8274.640902041732,The Rock Wood Fired Pizza,False,$$,3.5,243,TX,7.5 Mile Radius
5700 Lake Ridge Pkwy,Seafood,Bars,,,Grand Prairie,11252.474065272332,The Oasis at Joe Pool Lake,False,$$,2.5,200,TX,7.5 Mile Radius
1650 E Randol Mill Rd,Sports Bars,Pizza,Smokehouse,,Arlington,9072.038497562873,Texas Live,False,$$,3.5,163,TX,7.5 Mile Radius
1350 E Copeland Rd,Bars,Pizza,Italian,,Arlington,9910.702266966662,Gino's East,False,$$,3.5,377,TX,7.5 Mile Radius
425 W Pioneer Pkwy,Mexican,Bars,Seafood,,Grand Prairie,2161.1980824718935,Rio Bravo Bar,False,$,3.0,57,TX,2.5 Mile Radius
2501 E Lamar Blvd,Pizza,Sports Bars,,,Arlington,8106.685002747921,Boston's Restaurant & Sports Bar,False,$$,3.5,151,TX,7.5 Mile Radius
13000 Trinity Blvd,Beer Bar,Convenience Stores,,,Fort Worth,13552.92283294024,Bru City,False,$,4.5,64,TX,10 Mile Radius
226 Lincoln Sq,Korean,Bars,Barbeque,,Arlington,10731.146258936322,Omi Korean Grill & Bar,False,$$,3.5,164,TX,7.5 Mile Radius
2150 E Lamar Blvd,Tex-Mex,Desserts,Bars,,Arlington,8717.0414284884,Rio Mambo,False,$$,3.5,157,TX,7.5 Mile Radius
2315 Interstate 20 W,American (Traditional),Chicken Wings,Sports Bars,,Grand Prairie,6922.5734266323325,Buffalo Wild Wings,False,$$,2.0,105,TX,5 Mile Radius
412 Westchase Dr,American (Traditional),Bars,Tex-Mex,,Grand Prairie,5630.200644854238,Chili's,False,$$,2.5,64,TX,5 Mile Radius
1004 N Collins St,Barbeque,Beer Bar,Burgers,,Arlington,10342.049680243206,Bru City Stadium,False,$$,4.5,53,TX,7.5 Mile Radius
522 Lincoln Sq,Burgers,Sports Bars,Chicken Wings,,Arlington,10496.419645644655,BoomerJack's Grill & Bar - North Arlington,False,$$,3.0,260,TX,7.5 Mile Radius
2221 E Lamar Blvd,Steakhouses,American (New),Wine Bars,,Arlington,8414.687621397254,Mercury Chophouse - Arlington,False,$$$,3.5,67,TX,7.5 Mile Radius
1705 N Collins St,Bars,American (New),Breakfast & Brunch,,Arlington,10540.661764241016,The Social House,False,$$,4.0,70,TX,7.5 Mile Radius
5212 S State Highway 360,Bars,Tex-Mex,American (Traditional),,Grand Prairie,10600.642435123771,Chili's,False,$$,2.5,66,TX,7.5 Mile Radius
2525 E Arkansas Ln,Lounges,,,,Arlington,6929.19747277087,Brickhouse Lounge,False,$$,3.5,48,TX,5 Mile Radius
452 Lincoln Square,Cinema,American (Traditional),Bars,,Arlington,10616.38059911566,Studio Movie Grill,False,$$,3.5,122,TX,7.5 Mile Radius
601 E Main St,American (Traditional),Sports Bars,Wraps,,Arlington,10238.15234339404,Mavericks Bar & Grill,False,$,4.0,75,TX,7.5 Mile Radius
2425 NE Green Oaks Blvd,Peruvian,Seafood,Cocktail Bars,,Arlington,9650.995406632785,Peru Gourmet,False,$$,3.5,91,TX,7.5 Mile Radius
770 E Road To Six,Seafood,Sports Bars,American (Traditional),,Arlington,10779.488748999445,Shell Shack,False,$$,3.0,213,TX,7.5 Mile Radius
100 S Main St,Italian,Pizza,Bars,,Duncanville,11264.494134467244,Roma's Italian Bistro,False,$$,3.5,92,TX,7.5 Mile Radius
701 N Watson Rd,Sports Bars,American (Traditional),,,Arlington,7418.4120463898535,Redneck Heaven - Arlington,False,$$,2.5,192,TX,5 Mile Radius
305 N Great Southwest Pkwy,Dive Bars,,,,Arlington,5362.812039204724,Diamond Jim's Saloon,False,$,4.0,13,TX,5 Mile Radius
2415 W Interstate 20,Sports Bars,Burgers,American (Traditional),,Grand Prairie,6997.978740320405,Applebee's Grill + Bar,False,$$,2.0,75,TX,5 Mile Radius
1001 N.E. Green Oaks Blvd.,Sports Bars,American (Traditional),,,Arlington,11690.493282710671,Fox and Hound,False,$$,3.5,77,TX,7.5 Mile Radius
2465 Dalworth St,Bars,,,,Grand Prairie,5109.940845265015,Sensation,False,$,3.5,7,TX,5 Mile Radius
2401 E Lamar Blvd,American (New),American (Traditional),Cocktail Bars,,Arlington,8177.330062185319,R'Bar & Grill,False,$$,3.5,43,TX,7.5 Mile Radius
2800 Forestwood,Pool Halls,Sports Bars,American (Traditional),,Arlington,9694.077133919864,Clicks Billiards,False,$$,3.5,36,TX,7.5 Mile Radius
816 N Collin St,Seafood,Sports Bars,American (Traditional),,Arlington,10131.373227229304,Fishbone Grill & Sports Bar,False,$$,3.0,93,TX,7.5 Mile Radius
310 109th St,Karaoke,Pubs,,,Arlington,6006.919642566996,G Willickers Pub,False,$,4.5,11,TX,5 Mile Radius
2821 Galleria Dr,Pubs,Sports Bars,Karaoke,,Arlington,6662.807524332412,Mac's Tavern & Grill,False,$,4.0,16,TX,5 Mile Radius
4021 Reggis Ct,Vietnamese,Sports Bars,Asian Fusion,,Fort Worth,12727.876798386591,Pho Kobee,False,$$,3.5,59,TX,10 Mile Radius
1000 Lone Star Pkwy,Sports Bars,,,,Grand Prairie,5481.662211745495,Bar & Book,False,$$,4.0,5,TX,5 Mile Radius
3055 Olin Ave,Burgers,Wine Bars,Sandwiches,,San Jose,5668.186505189879,The Counter Santana Row,False,$$,3.5,3359,CA,5 Mile Radius
72 S 1st St,Cocktail Bars,American (New),,,San Jose,2096.5403834684125,Paper Plane,False,$$,4.0,1182,CA,2.5 Mile Radius
300 Santana Row,American (New),Vegetarian,Bars,,San Jose,5567.194340795908,Yard House,False,$$,3.5,3350,CA,5 Mile Radius
87 N San Pedro St,Music Venues,Bars,Food Court,,San Jose,2382.869654329969,San Pedro Square Market,False,$$,4.5,909,CA,2.5 Mile Radius
37 S 1st St,Vegetarian,Vegan,Pubs,,San Jose,2154.1027261586137,Good Karma Artisan Ales & Café,False,$,4.0,1037,CA,2.5 Mile Radius
